,datetime,pm,name
943,2017-07-31 07:00:00+07:00,20,"Bang Na , Bang Na , Bangkok"
944,2017-08-01 07:00:00+07:00,20,"Bang Na , Bang Na , Bangkok"
945,2017-08-02 07:00:00+07:00,16,"Bang Na , Bang Na , Bangkok"
946,2017-08-03 07:00:00+07:00,16,"Bang Na , Bang Na , Bangkok"
947,2017-08-04 07:00:00+07:00,12,"Bang Na , Bang Na , Bangkok"
948,2017-08-05 07:00:00+07:00,11,"Bang Na , Bang Na , Bangkok"
949,2017-08-06 07:00:00+07:00,13,"Bang Na , Bang Na , Bangkok"
950,2017-08-07 07:00:00+07:00,,"Bang Na , Bang Na , Bangkok"
951,2017-08-08 07:00:00+07:00,,"Bang Na , Bang Na , Bangkok"
952,2017-08-09 07:00:00+07:00,7,"Bang Na , Bang Na , Bangkok"
953,2017-08-10 07:00:00+07:00,,"Bang Na , Bang Na , Bangkok"
954,2017-08-11 07:00:00+07:00,7,"Bang Na , Bang Na , Bangkok"
955,2017-08-12 07:00:00+07:00,8,"Bang Na , Bang Na , Bangkok"
956,2017-08-13 07:00:00+07:00,8,"Bang Na , Bang Na , Bangkok"
957,2017-08-14 07:00:00+07:00,11,"Bang Na , Bang Na , Bangkok"
958,2017-08-15 07:00:00+07:00,6,"Bang Na , Bang Na , Bangkok"
959,2017-08-16 07:00:00+07:00,10,"Bang Na , Bang Na , Bangkok"
960,2017-08-17 07:00:00+07:00,7,"Bang Na , Bang Na , Bangkok"
961,2017-08-18 07:00:00+07:00,13,"Bang Na , Bang Na , Bangkok"
962,2017-08-19 07:00:00+07:00,14,"Bang Na , Bang Na , Bangkok"
963,2017-08-20 07:00:00+07:00,8,"Bang Na , Bang Na , Bangkok"
964,2017-08-21 07:00:00+07:00,9,"Bang Na , Bang Na , Bangkok"
965,2017-08-22 07:00:00+07:00,14,"Bang Na , Bang Na , Bangkok"
966,2017-08-23 07:00:00+07:00,11,"Bang Na , Bang Na , Bangkok"
967,2017-08-24 07:00:00+07:00,14,"Bang Na , Bang Na , Bangkok"
968,2017-08-25 07:00:00+07:00,10,"Bang Na , Bang Na , Bangkok"
969,2017-08-26 07:00:00+07:00,13,"Bang Na , Bang Na , Bangkok"
970,2017-08-27 07:00:00+07:00,10,"Bang Na , Bang Na , Bangkok"
971,2017-08-28 07:00:00+07:00,11,"Bang Na , Bang Na , Bangkok"
972,2017-08-29 07:00:00+07:00,18,"Bang Na , Bang Na , Bangkok"
973,2017-08-30 07:00:00+07:00,14,"Bang Na , Bang Na , Bangkok"
974,2017-08-31 07:00:00+07:00,11,"Bang Na , Bang Na , Bangkok"
975,2017-09-01 07:00:00+07:00,13,"Bang Na , Bang Na , Bangkok"
976,2017-09-02 07:00:00+07:00,13,"Bang Na , Bang Na , Bangkok"
977,2017-09-03 07:00:00+07:00,12,"Bang Na , Bang Na , Bangkok"
978,2017-09-04 07:00:00+07:00,10,"Bang Na , Bang Na , Bangkok"
979,2017-09-05 07:00:00+07:00,9,"Bang Na , Bang Na , Bangkok"
980,2017-09-06 07:00:00+07:00,9,"Bang Na , Bang Na , Bangkok"
981,2017-09-07 07:00:00+07:00,8,"Bang Na , Bang Na , Bangkok"
982,2017-09-08 07:00:00+07:00,11,"Bang Na , Bang Na , Bangkok"
983,2017-09-09 07:00:00+07:00,10,"Bang Na , Bang Na , Bangkok"
984,2017-09-10 07:00:00+07:00,14,"Bang Na , Bang Na , Bangkok"
985,2017-09-11 07:00:00+07:00,20,"Bang Na , Bang Na , Bangkok"
986,2017-09-12 07:00:00+07:00,21,"Bang Na , Bang Na , Bangkok"
987,2017-09-13 07:00:00+07:00,23,"Bang Na , Bang Na , Bangkok"
988,2017-09-14 07:00:00+07:00,18,"Bang Na , Bang Na , Bangkok"
989,2017-09-15 07:00:00+07:00,17,"Bang Na , Bang Na , Bangkok"
990,2017-09-16 07:00:00+07:00,9,"Bang Na , Bang Na , Bangkok"
991,2017-09-17 07:00:00+07:00,6,"Bang Na , Bang Na , Bangkok"
992,2017-09-18 07:00:00+07:00,11,"Bang Na , Bang Na , Bangkok"
993,2017-09-19 07:00:00+07:00,13,"Bang Na , Bang Na , Bangkok"
994,2017-09-20 07:00:00+07:00,17,"Bang Na , Bang Na , Bangkok"
995,2017-09-21 07:00:00+07:00,28,"Bang Na , Bang Na , Bangkok"
996,2017-09-22 07:00:00+07:00,20,"Bang Na , Bang Na , Bangkok"
997,2017-09-23 07:00:00+07:00,15,"Bang Na , Bang Na , Bangkok"
998,2017-09-24 07:00:00+07:00,16,"Bang Na , Bang Na , Bangkok"
999,2017-09-25 07:00:00+07:00,7,"Bang Na , Bang Na , Bangkok"
1000,2017-09-26 07:00:00+07:00,4,"Bang Na , Bang Na , Bangkok"
1001,2017-09-27 07:00:00+07:00,11,"Bang Na , Bang Na , Bangkok"
1002,2017-09-28 07:00:00+07:00,8,"Bang Na , Bang Na , Bangkok"
1003,2017-09-29 07:00:00+07:00,16,"Bang Na , Bang Na , Bangkok"
1004,2017-09-30 07:00:00+07:00,23,"Bang Na , Bang Na , Bangkok"
1005,2017-10-01 07:00:00+07:00,21,"Bang Na , Bang Na , Bangkok"
1006,2017-10-02 07:00:00+07:00,16,"Bang Na , Bang Na , Bangkok"
1007,2017-10-03 07:00:00+07:00,15,"Bang Na , Bang Na , Bangkok"
1008,2017-10-04 07:00:00+07:00,9,"Bang Na , Bang Na , Bangkok"
1009,2017-10-05 07:00:00+07:00,10,"Bang Na , Bang Na , Bangkok"
1010,2017-10-06 07:00:00+07:00,21,"Bang Na , Bang Na , Bangkok"
1011,2017-10-07 07:00:00+07:00,18,"Bang Na , Bang Na , Bangkok"
1012,2017-10-08 07:00:00+07:00,17,"Bang Na , Bang Na , Bangkok"
1013,2017-10-09 07:00:00+07:00,15,"Bang Na , Bang Na , Bangkok"
1014,2017-10-10 07:00:00+07:00,19,"Bang Na , Bang Na , Bangkok"
1015,2017-10-11 07:00:00+07:00,9,"Bang Na , Bang Na , Bangkok"
1016,2017-10-12 07:00:00+07:00,23,"Bang Na , Bang Na , Bangkok"
1017,2017-10-13 07:00:00+07:00,38,"Bang Na , Bang Na , Bangkok"
1018,2017-10-14 07:00:00+07:00,17,"Bang Na , Bang Na , Bangkok"
1019,2017-10-15 07:00:00+07:00,13,"Bang Na , Bang Na , Bangkok"
1020,2017-10-16 07:00:00+07:00,11,"Bang Na , Bang Na , Bangkok"
1021,2017-10-17 07:00:00+07:00,13,"Bang Na , Bang Na , Bangkok"
1022,2017-10-18 07:00:00+07:00,15,"Bang Na , Bang Na , Bangkok"
1023,2017-10-19 07:00:00+07:00,16,"Bang Na , Bang Na , Bangkok"
1024,2017-10-20 07:00:00+07:00,11,"Bang Na , Bang Na , Bangkok"
1025,2017-10-21 07:00:00+07:00,25,"Bang Na , Bang Na , Bangkok"
1026,2017-10-22 07:00:00+07:00,14,"Bang Na , Bang Na , Bangkok"
1027,2017-10-23 07:00:00+07:00,12,"Bang Na , Bang Na , Bangkok"
1028,2017-10-24 07:00:00+07:00,10,"Bang Na , Bang Na , Bangkok"
1029,2017-10-25 07:00:00+07:00,18,"Bang Na , Bang Na , Bangkok"
1030,2017-10-26 07:00:00+07:00,27,"Bang Na , Bang Na , Bangkok"
1031,2017-10-27 07:00:00+07:00,32,"Bang Na , Bang Na , Bangkok"
1032,2017-10-28 07:00:00+07:00,32,"Bang Na , Bang Na , Bangkok"
1033,2017-10-29 07:00:00+07:00,42,"Bang Na , Bang Na , Bangkok"
1034,2017-10-30 07:00:00+07:00,40,"Bang Na , Bang Na , Bangkok"
1035,2017-10-31 07:00:00+07:00,33,"Bang Na , Bang Na , Bangkok"
1036,2017-11-01 07:00:00+07:00,35,"Bang Na , Bang Na , Bangkok"
1037,2017-11-02 07:00:00+07:00,33,"Bang Na , Bang Na , Bangkok"
1038,2017-11-03 07:00:00+07:00,32,"Bang Na , Bang Na , Bangkok"
1039,2017-11-04 07:00:00+07:00,44,"Bang Na , Bang Na , Bangkok"
1040,2017-11-05 07:00:00+07:00,24,"Bang Na , Bang Na , Bangkok"
1041,2017-11-06 07:00:00+07:00,38,"Bang Na , Bang Na , Bangkok"
1042,2017-11-07 07:00:00+07:00,28,"Bang Na , Bang Na , Bangkok"
1043,2017-11-08 07:00:00+07:00,25,"Bang Na , Bang Na , Bangkok"
1044,2017-11-09 07:00:00+07:00,18,"Bang Na , Bang Na , Bangkok"
1045,2017-11-10 07:00:00+07:00,18,"Bang Na , Bang Na , Bangkok"
1046,2017-11-11 07:00:00+07:00,12,"Bang Na , Bang Na , Bangkok"
1047,2017-11-12 07:00:00+07:00,18,"Bang Na , Bang Na , Bangkok"
1048,2017-11-13 07:00:00+07:00,24,"Bang Na , Bang Na , Bangkok"
1049,2017-11-14 07:00:00+07:00,29,"Bang Na , Bang Na , Bangkok"
1050,2017-11-15 07:00:00+07:00,24,"Bang Na , Bang Na , Bangkok"
1051,2017-11-16 07:00:00+07:00,18,"Bang Na , Bang Na , Bangkok"
1052,2017-11-17 07:00:00+07:00,25,"Bang Na , Bang Na , Bangkok"
1053,2017-11-18 07:00:00+07:00,42,"Bang Na , Bang Na , Bangkok"
1054,2017-11-19 07:00:00+07:00,28,"Bang Na , Bang Na , Bangkok"
1055,2017-11-20 07:00:00+07:00,14,"Bang Na , Bang Na , Bangkok"
1056,2017-11-21 07:00:00+07:00,11,"Bang Na , Bang Na , Bangkok"
1057,2017-11-22 07:00:00+07:00,19,"Bang Na , Bang Na , Bangkok"
1058,2017-11-23 07:00:00+07:00,10,"Bang Na , Bang Na , Bangkok"
1059,2017-11-24 07:00:00+07:00,10,"Bang Na , Bang Na , Bangkok"
1060,2017-11-25 07:00:00+07:00,20,"Bang Na , Bang Na , Bangkok"
1061,2017-11-26 07:00:00+07:00,21,"Bang Na , Bang Na , Bangkok"
1062,2017-11-27 07:00:00+07:00,17,"Bang Na , Bang Na , Bangkok"
1063,2017-11-28 07:00:00+07:00,23,"Bang Na , Bang Na , Bangkok"
1064,2017-11-29 07:00:00+07:00,22,"Bang Na , Bang Na , Bangkok"
1065,2017-11-30 07:00:00+07:00,,"Bang Na , Bang Na , Bangkok"
1066,2017-12-01 07:00:00+07:00,,"Bang Na , Bang Na , Bangkok"
1067,2017-12-02 07:00:00+07:00,,"Bang Na , Bang Na , Bangkok"
1068,2017-12-03 07:00:00+07:00,,"Bang Na , Bang Na , Bangkok"
1069,2017-12-04 07:00:00+07:00,,"Bang Na , Bang Na , Bangkok"
1070,2017-12-05 07:00:00+07:00,11,"Bang Na , Bang Na , Bangkok"
1071,2017-12-06 07:00:00+07:00,20,"Bang Na , Bang Na , Bangkok"
1072,2017-12-07 07:00:00+07:00,23,"Bang Na , Bang Na , Bangkok"
1073,2017-12-08 07:00:00+07:00,26,"Bang Na , Bang Na , Bangkok"
1074,2017-12-09 07:00:00+07:00,17,"Bang Na , Bang Na , Bangkok"
1075,2017-12-10 07:00:00+07:00,39,"Bang Na , Bang Na , Bangkok"
1076,2017-12-11 07:00:00+07:00,50,"Bang Na , Bang Na , Bangkok"
1077,2017-12-12 07:00:00+07:00,25,"Bang Na , Bang Na , Bangkok"
1078,2017-12-13 07:00:00+07:00,16,"Bang Na , Bang Na , Bangkok"
1079,2017-12-14 07:00:00+07:00,20,"Bang Na , Bang Na , Bangkok"
1080,2017-12-15 07:00:00+07:00,28,"Bang Na , Bang Na , Bangkok"
1081,2017-12-16 07:00:00+07:00,25,"Bang Na , Bang Na , Bangkok"
1082,2017-12-17 07:00:00+07:00,9,"Bang Na , Bang Na , Bangkok"
1083,2017-12-18 07:00:00+07:00,29,"Bang Na , Bang Na , Bangkok"
1084,2017-12-19 07:00:00+07:00,38,"Bang Na , Bang Na , Bangkok"
1085,2017-12-20 07:00:00+07:00,41,"Bang Na , Bang Na , Bangkok"
1086,2017-12-21 07:00:00+07:00,47,"Bang Na , Bang Na , Bangkok"
1087,2017-12-22 07:00:00+07:00,50,"Bang Na , Bang Na , Bangkok"
1088,2017-12-23 07:00:00+07:00,54,"Bang Na , Bang Na , Bangkok"
1089,2017-12-24 07:00:00+07:00,44,"Bang Na , Bang Na , Bangkok"
1090,2017-12-25 07:00:00+07:00,20,"Bang Na , Bang Na , Bangkok"
1091,2017-12-26 07:00:00+07:00,51,"Bang Na , Bang Na , Bangkok"
1092,2017-12-27 07:00:00+07:00,38,"Bang Na , Bang Na , Bangkok"
1093,2017-12-28 07:00:00+07:00,18,"Bang Na , Bang Na , Bangkok"
1094,2017-12-29 07:00:00+07:00,14,"Bang Na , Bang Na , Bangkok"
1095,2017-12-30 07:00:00+07:00,14,"Bang Na , Bang Na , Bangkok"
1096,2017-12-31 07:00:00+07:00,15,"Bang Na , Bang Na , Bangkok"
1097,2017-01-01 07:00:00+07:00,21.0,"Phaya Thai , Phaya Thai , Bangkok"
1098,2017-01-02 07:00:00+07:00,19.0,"Phaya Thai , Phaya Thai , Bangkok"
1099,2017-01-03 07:00:00+07:00,19.0,"Phaya Thai , Phaya Thai , Bangkok"
1100,2017-01-04 07:00:00+07:00,21.0,"Phaya Thai , Phaya Thai , Bangkok"
1101,2017-01-05 07:00:00+07:00,29.0,"Phaya Thai , Phaya Thai , Bangkok"
1102,2017-01-06 07:00:00+07:00,27.0,"Phaya Thai , Phaya Thai , Bangkok"
1103,2017-01-07 07:00:00+07:00,30.0,"Phaya Thai , Phaya Thai , Bangkok"
1104,2017-01-08 07:00:00+07:00,35.0,"Phaya Thai , Phaya Thai , Bangkok"
1105,2017-01-09 07:00:00+07:00,27.0,"Phaya Thai , Phaya Thai , Bangkok"
1106,2017-01-10 07:00:00+07:00,38.0,"Phaya Thai , Phaya Thai , Bangkok"
1107,2017-01-11 07:00:00+07:00,17.0,"Phaya Thai , Phaya Thai , Bangkok"
1108,2017-01-12 07:00:00+07:00,17.0,"Phaya Thai , Phaya Thai , Bangkok"
1109,2017-01-13 07:00:00+07:00,20.0,"Phaya Thai , Phaya Thai , Bangkok"
1110,2017-01-14 07:00:00+07:00,31.0,"Phaya Thai , Phaya Thai , Bangkok"
1111,2017-01-15 07:00:00+07:00,40.0,"Phaya Thai , Phaya Thai , Bangkok"
1112,2017-01-16 07:00:00+07:00,28.0,"Phaya Thai , Phaya Thai , Bangkok"
1113,2017-01-17 07:00:00+07:00,23.0,"Phaya Thai , Phaya Thai , Bangkok"
1114,2017-01-18 07:00:00+07:00,32.0,"Phaya Thai , Phaya Thai , Bangkok"
1115,2017-01-19 07:00:00+07:00,41.0,"Phaya Thai , Phaya Thai , Bangkok"
1116,2017-01-20 07:00:00+07:00,29.0,"Phaya Thai , Phaya Thai , Bangkok"
1117,2017-01-21 07:00:00+07:00,27.0,"Phaya Thai , Phaya Thai , Bangkok"
1118,2017-01-22 07:00:00+07:00,23.0,"Phaya Thai , Phaya Thai , Bangkok"
1119,2017-01-23 07:00:00+07:00,25.0,"Phaya Thai , Phaya Thai , Bangkok"
1120,2017-01-24 07:00:00+07:00,34.0,"Phaya Thai , Phaya Thai , Bangkok"
1121,2017-01-25 07:00:00+07:00,45.0,"Phaya Thai , Phaya Thai , Bangkok"
1122,2017-01-26 07:00:00+07:00,32.0,"Phaya Thai , Phaya Thai , Bangkok"
1123,2017-01-27 07:00:00+07:00,27.0,"Phaya Thai , Phaya Thai , Bangkok"
1124,2017-01-28 07:00:00+07:00,29.0,"Phaya Thai , Phaya Thai , Bangkok"
1125,2017-01-29 07:00:00+07:00,47.0,"Phaya Thai , Phaya Thai , Bangkok"
1126,2017-01-30 07:00:00+07:00,45.0,"Phaya Thai , Phaya Thai , Bangkok"
1127,2017-01-31 07:00:00+07:00,46.0,"Phaya Thai , Phaya Thai , Bangkok"
1128,2017-02-01 07:00:00+07:00,40.0,"Phaya Thai , Phaya Thai , Bangkok"
1129,2017-02-02 07:00:00+07:00,48.0,"Phaya Thai , Phaya Thai , Bangkok"
1130,2017-02-03 07:00:00+07:00,16.0,"Phaya Thai , Phaya Thai , Bangkok"
1131,2017-02-04 07:00:00+07:00,28.0,"Phaya Thai , Phaya Thai , Bangkok"
1132,2017-02-05 07:00:00+07:00,45.0,"Phaya Thai , Phaya Thai , Bangkok"
1133,2017-02-06 07:00:00+07:00,52.0,"Phaya Thai , Phaya Thai , Bangkok"
1134,2017-02-07 07:00:00+07:00,42.0,"Phaya Thai , Phaya Thai , Bangkok"
1135,2017-02-08 07:00:00+07:00,31.0,"Phaya Thai , Phaya Thai , Bangkok"
1136,2017-02-09 07:00:00+07:00,41.0,"Phaya Thai , Phaya Thai , Bangkok"
1137,2017-02-10 07:00:00+07:00,43.0,"Phaya Thai , Phaya Thai , Bangkok"
1138,2017-02-11 07:00:00+07:00,42.0,"Phaya Thai , Phaya Thai , Bangkok"
1139,2017-02-12 07:00:00+07:00,38.0,"Phaya Thai , Phaya Thai , Bangkok"
1140,2017-02-13 07:00:00+07:00,48.0,"Phaya Thai , Phaya Thai , Bangkok"
1141,2017-02-14 07:00:00+07:00,59.0,"Phaya Thai , Phaya Thai , Bangkok"
1142,2017-02-15 07:00:00+07:00,53.0,"Phaya Thai , Phaya Thai , Bangkok"
1143,2017-02-16 07:00:00+07:00,51.0,"Phaya Thai , Phaya Thai , Bangkok"
1144,2017-02-17 07:00:00+07:00,47.0,"Phaya Thai , Phaya Thai , Bangkok"
1145,2017-02-18 07:00:00+07:00,51.0,"Phaya Thai , Phaya Thai , Bangkok"
1146,2017-02-19 07:00:00+07:00,70.0,"Phaya Thai , Phaya Thai , Bangkok"
1147,2017-02-20 07:00:00+07:00,54.0,"Phaya Thai , Phaya Thai , Bangkok"
1148,2017-02-21 07:00:00+07:00,37.0,"Phaya Thai , Phaya Thai , Bangkok"
1149,2017-02-22 07:00:00+07:00,22.0,"Phaya Thai , Phaya Thai , Bangkok"
1150,2017-02-23 07:00:00+07:00,16.0,"Phaya Thai , Phaya Thai , Bangkok"
1151,2017-02-24 07:00:00+07:00,15.0,"Phaya Thai , Phaya Thai , Bangkok"
1152,2017-02-25 07:00:00+07:00,17.0,"Phaya Thai , Phaya Thai , Bangkok"
1153,2017-02-26 07:00:00+07:00,24.0,"Phaya Thai , Phaya Thai , Bangkok"
1154,2017-02-27 07:00:00+07:00,32.0,"Phaya Thai , Phaya Thai , Bangkok"
1155,2017-02-28 07:00:00+07:00,56.0,"Phaya Thai , Phaya Thai , Bangkok"
1156,2017-03-01 07:00:00+07:00,50.0,"Phaya Thai , Phaya Thai , Bangkok"
1157,2017-03-02 07:00:00+07:00,55.0,"Phaya Thai , Phaya Thai , Bangkok"
1158,2017-03-03 07:00:00+07:00,63.0,"Phaya Thai , Phaya Thai , Bangkok"
1159,2017-03-04 07:00:00+07:00,48.0,"Phaya Thai , Phaya Thai , Bangkok"
1160,2017-03-05 07:00:00+07:00,36.0,"Phaya Thai , Phaya Thai , Bangkok"
1161,2017-03-06 07:00:00+07:00,34.0,"Phaya Thai , Phaya Thai , Bangkok"
1162,2017-03-07 07:00:00+07:00,28.0,"Phaya Thai , Phaya Thai , Bangkok"
1163,2017-03-08 07:00:00+07:00,32.0,"Phaya Thai , Phaya Thai , Bangkok"
1164,2017-03-09 07:00:00+07:00,30.0,"Phaya Thai , Phaya Thai , Bangkok"
1165,2017-03-10 07:00:00+07:00,24.0,"Phaya Thai , Phaya Thai , Bangkok"
1166,2017-03-11 07:00:00+07:00,22.0,"Phaya Thai , Phaya Thai , Bangkok"
1167,2017-03-12 07:00:00+07:00,27.0,"Phaya Thai , Phaya Thai , Bangkok"
1168,2017-03-13 07:00:00+07:00,35.0,"Phaya Thai , Phaya Thai , Bangkok"
1169,2017-03-14 07:00:00+07:00,28.0,"Phaya Thai , Phaya Thai , Bangkok"
1170,2017-03-15 07:00:00+07:00,22.0,"Phaya Thai , Phaya Thai , Bangkok"
1171,2017-03-16 07:00:00+07:00,26.0,"Phaya Thai , Phaya Thai , Bangkok"
1172,2017-03-17 07:00:00+07:00,27.0,"Phaya Thai , Phaya Thai , Bangkok"
1173,2017-03-18 07:00:00+07:00,17.0,"Phaya Thai , Phaya Thai , Bangkok"
1174,2017-03-19 07:00:00+07:00,,"Phaya Thai , Phaya Thai , Bangkok"
1175,2017-03-20 07:00:00+07:00,14.0,"Phaya Thai , Phaya Thai , Bangkok"
1176,2017-03-21 07:00:00+07:00,20.0,"Phaya Thai , Phaya Thai , Bangkok"
1177,2017-03-22 07:00:00+07:00,29.0,"Phaya Thai , Phaya Thai , Bangkok"
1178,2017-03-23 07:00:00+07:00,22.0,"Phaya Thai , Phaya Thai , Bangkok"
1179,2017-03-24 07:00:00+07:00,15.0,"Phaya Thai , Phaya Thai , Bangkok"
1180,2017-03-25 07:00:00+07:00,22.0,"Phaya Thai , Phaya Thai , Bangkok"
1181,2017-03-26 07:00:00+07:00,24.0,"Phaya Thai , Phaya Thai , Bangkok"
1182,2017-03-27 07:00:00+07:00,25.0,"Phaya Thai , Phaya Thai , Bangkok"
1183,2017-03-28 07:00:00+07:00,29.0,"Phaya Thai , Phaya Thai , Bangkok"
1184,2017-03-29 07:00:00+07:00,30.0,"Phaya Thai , Phaya Thai , Bangkok"
1185,2017-03-30 07:00:00+07:00,30.0,"Phaya Thai , Phaya Thai , Bangkok"
1186,2017-03-31 07:00:00+07:00,16.0,"Phaya Thai , Phaya Thai , Bangkok"
1187,2017-04-01 07:00:00+07:00,15.0,"Phaya Thai , Phaya Thai , Bangkok"
1188,2017-04-02 07:00:00+07:00,23.0,"Phaya Thai , Phaya Thai , Bangkok"
1189,2017-04-03 07:00:00+07:00,36.0,"Phaya Thai , Phaya Thai , Bangkok"
1190,2017-04-04 07:00:00+07:00,35.0,"Phaya Thai , Phaya Thai , Bangkok"
1191,2017-04-05 07:00:00+07:00,40.0,"Phaya Thai , Phaya Thai , Bangkok"
1192,2017-04-06 07:00:00+07:00,27.0,"Phaya Thai , Phaya Thai , Bangkok"
1193,2017-04-07 07:00:00+07:00,21.0,"Phaya Thai , Phaya Thai , Bangkok"
1194,2017-04-08 07:00:00+07:00,12.0,"Phaya Thai , Phaya Thai , Bangkok"
1195,2017-04-09 07:00:00+07:00,10.0,"Phaya Thai , Phaya Thai , Bangkok"
1196,2017-04-10 07:00:00+07:00,10.0,"Phaya Thai , Phaya Thai , Bangkok"
1197,2017-04-11 07:00:00+07:00,10.0,"Phaya Thai , Phaya Thai , Bangkok"
1198,2017-04-12 07:00:00+07:00,8.0,"Phaya Thai , Phaya Thai , Bangkok"
1199,2017-04-13 07:00:00+07:00,10.0,"Phaya Thai , Phaya Thai , Bangkok"
1200,2017-04-14 07:00:00+07:00,17.0,"Phaya Thai , Phaya Thai , Bangkok"
1201,2017-04-15 07:00:00+07:00,16.0,"Phaya Thai , Phaya Thai , Bangkok"
1202,2017-04-16 07:00:00+07:00,15.0,"Phaya Thai , Phaya Thai , Bangkok"
1203,2017-04-17 07:00:00+07:00,20.0,"Phaya Thai , Phaya Thai , Bangkok"
1204,2017-04-18 07:00:00+07:00,14.0,"Phaya Thai , Phaya Thai , Bangkok"
1205,2017-04-19 07:00:00+07:00,10.0,"Phaya Thai , Phaya Thai , Bangkok"
1206,2017-04-20 07:00:00+07:00,21.0,"Phaya Thai , Phaya Thai , Bangkok"
1207,2017-04-21 07:00:00+07:00,28.0,"Phaya Thai , Phaya Thai , Bangkok"
1208,2017-04-22 07:00:00+07:00,45.0,"Phaya Thai , Phaya Thai , Bangkok"
1209,2017-04-23 07:00:00+07:00,43.0,"Phaya Thai , Phaya Thai , Bangkok"
1210,2017-04-24 07:00:00+07:00,39.0,"Phaya Thai , Phaya Thai , Bangkok"
1211,2017-04-25 07:00:00+07:00,31.0,"Phaya Thai , Phaya Thai , Bangkok"
1212,2017-04-26 07:00:00+07:00,33.0,"Phaya Thai , Phaya Thai , Bangkok"
1213,2017-04-27 07:00:00+07:00,31.0,"Phaya Thai , Phaya Thai , Bangkok"
1214,2017-04-28 07:00:00+07:00,31.0,"Phaya Thai , Phaya Thai , Bangkok"
1215,2017-04-29 07:00:00+07:00,37.0,"Phaya Thai , Phaya Thai , Bangkok"
1216,2017-04-30 07:00:00+07:00,29.0,"Phaya Thai , Phaya Thai , Bangkok"
1217,2017-05-01 07:00:00+07:00,15.0,"Phaya Thai , Phaya Thai , Bangkok"
1218,2017-05-02 07:00:00+07:00,16.0,"Phaya Thai , Phaya Thai , Bangkok"
1219,2017-05-03 07:00:00+07:00,24.0,"Phaya Thai , Phaya Thai , Bangkok"
1220,2017-05-04 07:00:00+07:00,25.0,"Phaya Thai , Phaya Thai , Bangkok"
1221,2017-05-05 07:00:00+07:00,21.0,"Phaya Thai , Phaya Thai , Bangkok"
1222,2017-05-06 07:00:00+07:00,38.0,"Phaya Thai , Phaya Thai , Bangkok"
1223,2017-05-07 07:00:00+07:00,20.0,"Phaya Thai , Phaya Thai , Bangkok"
1224,2017-05-08 07:00:00+07:00,22.0,"Phaya Thai , Phaya Thai , Bangkok"
1225,2017-05-09 07:00:00+07:00,20.0,"Phaya Thai , Phaya Thai , Bangkok"
1226,2017-05-10 07:00:00+07:00,32.0,"Phaya Thai , Phaya Thai , Bangkok"
1227,2017-05-11 07:00:00+07:00,21.0,"Phaya Thai , Phaya Thai , Bangkok"
1228,2017-05-12 07:00:00+07:00,26.0,"Phaya Thai , Phaya Thai , Bangkok"
1229,2017-05-13 07:00:00+07:00,26.0,"Phaya Thai , Phaya Thai , Bangkok"
1230,2017-05-14 07:00:00+07:00,17.0,"Phaya Thai , Phaya Thai , Bangkok"
1231,2017-05-15 07:00:00+07:00,16.0,"Phaya Thai , Phaya Thai , Bangkok"
1232,2017-05-16 07:00:00+07:00,17.0,"Phaya Thai , Phaya Thai , Bangkok"
1233,2017-05-17 07:00:00+07:00,15.0,"Phaya Thai , Phaya Thai , Bangkok"
1234,2017-05-18 07:00:00+07:00,21.0,"Phaya Thai , Phaya Thai , Bangkok"
1235,2017-05-19 07:00:00+07:00,35.0,"Phaya Thai , Phaya Thai , Bangkok"
1236,2017-05-20 07:00:00+07:00,35.0,"Phaya Thai , Phaya Thai , Bangkok"
1237,2017-05-21 07:00:00+07:00,21.0,"Phaya Thai , Phaya Thai , Bangkok"
1238,2017-05-22 07:00:00+07:00,27.0,"Phaya Thai , Phaya Thai , Bangkok"
1239,2017-05-23 07:00:00+07:00,27.0,"Phaya Thai , Phaya Thai , Bangkok"
1240,2017-05-24 07:00:00+07:00,24.0,"Phaya Thai , Phaya Thai , Bangkok"
1241,2017-05-25 07:00:00+07:00,26.0,"Phaya Thai , Phaya Thai , Bangkok"
1242,2017-05-26 07:00:00+07:00,20.0,"Phaya Thai , Phaya Thai , Bangkok"
1243,2017-05-27 07:00:00+07:00,25.0,"Phaya Thai , Phaya Thai , Bangkok"
1244,2017-05-28 07:00:00+07:00,26.0,"Phaya Thai , Phaya Thai , Bangkok"
1245,2017-05-29 07:00:00+07:00,20.0,"Phaya Thai , Phaya Thai , Bangkok"
1246,2017-05-30 07:00:00+07:00,24.0,"Phaya Thai , Phaya Thai , Bangkok"
1247,2017-05-31 07:00:00+07:00,26.0,"Phaya Thai , Phaya Thai , Bangkok"
1248,2017-06-01 07:00:00+07:00,23.0,"Phaya Thai , Phaya Thai , Bangkok"
1249,2017-06-02 07:00:00+07:00,28.0,"Phaya Thai , Phaya Thai , Bangkok"
1250,2017-06-03 07:00:00+07:00,14.0,"Phaya Thai , Phaya Thai , Bangkok"
1251,2017-06-04 07:00:00+07:00,14.0,"Phaya Thai , Phaya Thai , Bangkok"
1252,2017-06-05 07:00:00+07:00,14.0,"Phaya Thai , Phaya Thai , Bangkok"
1253,2017-06-06 07:00:00+07:00,14.0,"Phaya Thai , Phaya Thai , Bangkok"
1254,2017-06-07 07:00:00+07:00,18.0,"Phaya Thai , Phaya Thai , Bangkok"
